"","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR"
"917",0008-12-20,"Valladolid","Sociedad",0,0,"D"
"918",0008-12-20,"Leganes","Celta",3,2,"H"
"919",0008-12-20,"Osasuna","Sevilla",1,1,"D"
"920",0013-12-20,"Alaves","Leganes",1,1,"D"
"921",0014-12-20,"Granada","Levante",1,2,"A"
"922",0014-12-20,"Sociedad","Barcelona",2,2,"D"
"923",0014-12-20,"Ath Bilbao","Eibar",0,0,"D"
"924",0014-12-20,"Ath Madrid","Osasuna",2,0,"H"
"925",0015-12-20,"Getafe","Valladolid",2,0,"H"
"926",0015-12-20,"Celta","Mallorca",2,2,"D"
"927",0015-12-20,"Espanol","Betis",2,2,"D"
"928",0015-12-20,"Sevilla","Villarreal",1,2,"A"
"929",0015-12-20,"Valencia","Real Madrid",1,1,"D"
"930",0018-12-20,"Barcelona","Real Madrid",0,0,"D"
"931",0020-12-20,"Eibar","Granada",3,0,"H"
"932",0021-12-20,"Mallorca","Sevilla",0,2,"A"
"933",0021-12-20,"Barcelona","Alaves",4,1,"H"
"934",0021-12-20,"Villarreal","Getafe",1,0,"H"
"935",0021-12-20,"Valladolid","Valencia",1,1,"D"
"936",0022-12-20,"Leganes","Espanol",2,0,"H"
"937",0022-12-20,"Osasuna","Sociedad",3,4,"A"
"938",0022-12-20,"Betis","Ath Madrid",1,2,"A"
"939",0022-12-20,"Levante","Celta",3,1,"H"
"940",0022-12-20,"Real Madrid","Ath Bilbao",0,0,"D"
"941",0003-01-20,"Valladolid","Leganes",2,2,"D"
"942",0003-01-20,"Sevilla","Ath Bilbao",1,1,"D"
"943",0004-01-20,"Valencia","Eibar",1,0,"H"
"944",0004-01-20,"Getafe","Real Madrid",0,3,"A"
"945",0004-01-20,"Ath Madrid","Levante",2,1,"H"
"946",0004-01-20,"Espanol","Barcelona",2,2,"D"
"947",0005-01-20,"Granada","Mallorca",1,0,"H"
"948",0005-01-20,"Sociedad","Villarreal",1,2,"A"
"949",0005-01-20,"Alaves","Betis",1,1,"D"
"950",0005-01-20,"Celta","Osasuna",1,1,"D"
"951",0017-01-20,"Leganes","Getafe",0,3,"A"
"952",0018-01-20,"Levante","Alaves",0,1,"A"
"953",0018-01-20,"Real Madrid","Sevilla",2,1,"H"
"954",0018-01-20,"Osasuna","Valladolid",0,0,"D"
"955",0018-01-20,"Eibar","Ath Madrid",2,0,"H"
"956",0019-01-20,"Mallorca","Valencia",4,1,"H"
"957",0019-01-20,"Betis","Sociedad",3,0,"H"
"958",0019-01-20,"Villarreal","Espanol",1,2,"A"
"959",0019-01-20,"Ath Bilbao","Celta",1,1,"D"
"960",0019-01-20,"Barcelona","Granada",1,0,"H"
"961",0024-01-20,"Osasuna","Levante",2,0,"H"
"962",0025-01-20,"Espanol","Ath Bilbao",1,1,"D"
"963",0025-01-20,"Valencia","Barcelona",2,0,"H"
"964",0025-01-20,"Alaves","Villarreal",1,2,"A"
"965",0025-01-20,"Sevilla","Granada",2,0,"H"
"966",0026-01-20,"Ath Madrid","Leganes",0,0,"D"
"967",0026-01-20,"Celta","Eibar",0,0,"D"
"968",0026-01-20,"Getafe","Betis",1,0,"H"
"969",0026-01-20,"Sociedad","Mallorca",3,0,"H"
"970",0026-01-20,"Valladolid","Real Madrid",0,1,"A"
"971",0001-02-20,"Granada","Espanol",2,1,"H"
"972",0001-02-20,"Real Madrid","Ath Madrid",1,0,"H"
"973",0001-02-20,"Mallorca","Valladolid",0,1,"A"
"974",0001-02-20,"Valencia","Celta",1,0,"H"
"975",0002-02-20,"Leganes","Sociedad",2,1,"H"
"976",0002-02-20,"Eibar","Betis",1,1,"D"
"977",0002-02-20,"Ath Bilbao","Getafe",0,2,"A"
"978",0002-02-20,"Sevilla","Alaves",1,1,"D"
"979",0002-02-20,"Villarreal","Osasuna",3,1,"H"
"980",0002-02-20,"Barcelona","Levante",2,1,"H"
"981",0007-02-20,"Alaves","Eibar",2,1,"H"
"982",0008-02-20,"Levante","Leganes",2,0,"H"
"983",0008-02-20,"Getafe","Valencia",3,0,"H"
"984",0008-02-20,"Valladolid","Villarreal",1,1,"D"
"985",0008-02-20,"Ath Madrid","Granada",1,0,"H"
"986",0009-02-20,"Espanol","Mallorca",1,0,"H"
"987",0009-02-20,"Sociedad","Ath Bilbao",2,1,"H"
"988",0009-02-20,"Osasuna","Real Madrid",1,4,"A"
"989",0009-02-20,"Celta","Sevilla",2,1,"H"
"990",0009-02-20,"Betis","Barcelona",2,3,"A"
"991",0014-02-20,"Valencia","Ath Madrid",2,2,"D"
"992",0015-02-20,"Mallorca","Alaves",1,0,"H"
"993",0015-02-20,"Barcelona","Getafe",2,1,"H"
"994",0015-02-20,"Villarreal","Levante",2,1,"H"
"995",0015-02-20,"Granada","Valladolid",2,1,"H"
"996",0016-02-20,"Sevilla","Espanol",2,2,"D"
"997",0016-02-20,"Leganes","Betis",0,0,"D"
"998",0016-02-20,"Ath Bilbao","Osasuna",0,1,"A"
"999",0016-02-20,"Real Madrid","Celta",2,2,"D"
"1000",0021-02-20,"Betis","Mallorca",3,3,"D"
"1001",0022-02-20,"Celta","Leganes",1,0,"H"
"1002",0022-02-20,"Barcelona","Eibar",5,0,"H"
"1003",0022-02-20,"Sociedad","Valencia",3,0,"H"
"1004",0022-02-20,"Levante","Real Madrid",1,0,"H"
"1005",0023-02-20,"Osasuna","Granada",0,3,"A"
"1006",0023-02-20,"Alaves","Ath Bilbao",2,1,"H"
"1007",0023-02-20,"Valladolid","Espanol",2,1,"H"
"1008",0023-02-20,"Getafe","Sevilla",0,3,"A"
"1009",0023-02-20,"Ath Madrid","Villarreal",3,1,"H"
"1010",0028-02-20,"Sociedad","Valladolid",1,0,"H"
"1011",0029-02-20,"Eibar","Levante",3,0,"H"
"1012",0029-02-20,"Valencia","Betis",2,1,"H"
"1013",0029-02-20,"Leganes","Alaves",1,1,"D"
"1014",0029-02-20,"Granada","Celta",0,0,"D"
"1015",0001-03-20,"Sevilla","Osasuna",3,2,"H"
"1016",0001-03-20,"Ath Bilbao","Villarreal",1,0,"H"
"1017",0001-03-20,"Espanol","Ath Madrid",1,1,"D"
"1018",0001-03-20,"Mallorca","Getafe",0,1,"A"
"1019",0001-03-20,"Real Madrid","Barcelona",2,0,"H"
"1020",0006-03-20,"Alaves","Valencia",1,1,"D"
"1021",0007-03-20,"Eibar","Mallorca",1,2,"A"
"1022",0007-03-20,"Ath Madrid","Sevilla",2,2,"D"
"1023",0007-03-20,"Barcelona","Sociedad",1,0,"H"
"1024",0007-03-20,"Getafe","Celta",0,0,"D"
"1025",0008-03-20,"Osasuna","Espanol",1,0,"H"
"1026",0008-03-20,"Valladolid","Ath Bilbao",1,4,"A"
"1027",0008-03-20,"Levante","Granada",1,1,"D"
"1028",0008-03-20,"Villarreal","Leganes",1,2,"A"
"1029",0008-03-20,"Betis","Real Madrid",2,1,"H"
"1030",0010-03-20,"Eibar","Sociedad",1,2,"A"
"1031",0011-06-20,"Sevilla","Betis",2,0,"H"
"1032",0012-06-20,"Granada","Getafe",2,1,"H"
"1033",0012-06-20,"Valencia","Levante",1,1,"D"
"1034",0013-06-20,"Espanol","Alaves",2,0,"H"
"1035",0013-06-20,"Celta","Villarreal",0,1,"A"
"1036",0013-06-20,"Leganes","Valladolid",1,2,"A"
"1037",0013-06-20,"Mallorca","Barcelona",0,4,"A"
"1038",0014-06-20,"Ath Bilbao","Ath Madrid",1,1,"D"
"1039",0014-06-20,"Real Madrid","Eibar",3,1,"H"
"1040",0014-06-20,"Sociedad","Osasuna",1,1,"D"
"1041",0015-06-20,"Levante","Sevilla",1,1,"D"
"1042",0015-06-20,"Betis","Granada",2,2,"D"
"1043",0016-06-20,"Getafe","Espanol",0,0,"D"
"1044",0016-06-20,"Villarreal","Mallorca",1,0,"H"
"1045",0016-06-20,"Barcelona","Leganes",2,0,"H"
"1046",0017-06-20,"Eibar","Ath Bilbao",2,2,"D"
"1047",0017-06-20,"Valladolid","Celta",0,0,"D"
"1048",0017-06-20,"Osasuna","Ath Madrid",0,5,"A"
"1049",0018-06-20,"Alaves","Sociedad",2,0,"H"
"1050",0018-06-20,"Real Madrid","Valencia",3,0,"H"
"1051",0019-06-20,"Granada","Villarreal",0,1,"A"
"1052",0019-06-20,"Mallorca","Leganes",1,1,"D"
"1053",0019-06-20,"Sevilla","Barcelona",0,0,"D"
"1054",0020-06-20,"Espanol","Levante",1,3,"A"
"1055",0020-06-20,"Ath Bilbao","Betis",1,0,"H"
"1056",0020-06-20,"Getafe","Eibar",1,1,"D"
"1057",0020-06-20,"Ath Madrid","Valladolid",1,0,"H"
"1058",0021-06-20,"Celta","Alaves",6,0,"H"
"1059",0021-06-20,"Valencia","Osasuna",2,0,"H"
"1060",0021-06-20,"Sociedad","Real Madrid",1,2,"A"
"1061",0022-06-20,"Villarreal","Sevilla",2,2,"D"
"1062",0022-06-20,"Leganes","Granada",0,0,"D"
"1063",0023-06-20,"Levante","Ath Madrid",0,1,"A"
"1064",0023-06-20,"Valladolid","Getafe",1,1,"D"
"1065",0023-06-20,"Barcelona","Ath Bilbao",1,0,"H"
"1066",0024-06-20,"Alaves","Osasuna",0,1,"A"
"1067",0024-06-20,"Sociedad","Celta",0,1,"A"
"1068",0024-06-20,"Real Madrid","Mallorca",2,0,"H"
"1069",0025-06-20,"Eibar","Valencia",1,0,"H"
"1070",0025-06-20,"Betis","Espanol",1,0,"H"
"1071",0026-06-20,"Sevilla","Valladolid",1,1,"D"
"1072",0027-06-20,"Ath Bilbao","Mallorca",3,1,"H"
"1073",0027-06-20,"Celta","Barcelona",2,2,"D"
"1074",0027-06-20,"Osasuna","Leganes",2,1,"H"
"1075",0027-06-20,"Ath Madrid","Alaves",2,1,"H"
"1076",0028-06-20,"Levante","Betis",4,2,"H"
"1077",0028-06-20,"Villarreal","Valencia",2,0,"H"
"1078",0028-06-20,"Granada","Eibar",1,2,"A"
"1079",0028-06-20,"Espanol","Real Madrid",0,1,"A"
"1080",0029-06-20,"Getafe","Sociedad",2,1,"H"
"1081",0030-06-20,"Mallorca","Celta",5,1,"H"
"1082",0030-06-20,"Leganes","Sevilla",0,3,"A"
"1083",0030-06-20,"Barcelona","Ath Madrid",2,2,"D"
"1084",0001-07-20,"Alaves","Granada",0,2,"A"
"1085",0001-07-20,"Valencia","Ath Bilbao",0,2,"A"
"1086",0001-07-20,"Betis","Villarreal",0,2,"A"
"1087",0001-07-20,"Valladolid","Levante",0,0,"D"
"1088",0002-07-20,"Eibar","Osasuna",0,2,"A"
"1089",0002-07-20,"Sociedad","Espanol",2,1,"H"
"1090",0002-07-20,"Real Madrid","Getafe",1,0,"H"
"1091",0003-07-20,"Ath Madrid","Mallorca",3,0,"H"
"1092",0004-07-20,"Celta","Betis",1,1,"D"
"1093",0004-07-20,"Valladolid","Alaves",1,0,"H"
"1094",0004-07-20,"Granada","Valencia",2,2,"D"
"1095",0005-07-20,"Ath Bilbao","Real Madrid",0,1,"A"
"1096",0005-07-20,"Espanol","Leganes",0,1,"A"
"1097",0005-07-20,"Osasuna","Getafe",0,0,"D"
"1098",0005-07-20,"Villarreal","Barcelona",1,4,"A"
"1099",0006-07-20,"Levante","Sociedad",1,1,"D"
"1100",0006-07-20,"Sevilla","Eibar",1,0,"H"
"1101",0007-07-20,"Valencia","Valladolid",2,1,"H"
"1102",0007-07-20,"Celta","Ath Madrid",1,1,"D"
"1103",0008-07-20,"Betis","Osasuna",3,0,"H"
"1104",0008-07-20,"Getafe","Villarreal",1,3,"A"
"1105",0008-07-20,"Barcelona","Espanol",1,0,"H"
"1106",0009-07-20,"Eibar","Leganes",0,0,"D"
"1107",0009-07-20,"Mallorca","Levante",2,0,"H"
"1108",0009-07-20,"Ath Bilbao","Sevilla",1,2,"A"
"1109",0010-07-20,"Sociedad","Granada",2,3,"A"
"1110",0010-07-20,"Real Madrid","Alaves",2,0,"H"
"1111",0011-07-20,"Osasuna","Celta",2,1,"H"
"1112",0011-07-20,"Valladolid","Barcelona",0,1,"A"
"1113",0011-07-20,"Ath Madrid","Betis",1,0,"H"
"1114",0012-07-20,"Espanol","Eibar",0,2,"A"
"1115",0012-07-20,"Levante","Ath Bilbao",1,2,"A"
"1116",0012-07-20,"Leganes","Valencia",1,0,"H"
"1117",0012-07-20,"Sevilla","Mallorca",2,0,"H"
"1118",0013-07-20,"Alaves","Getafe",0,0,"D"
"1119",0013-07-20,"Villarreal","Sociedad",1,2,"A"
"1120",0013-07-20,"Granada","Real Madrid",1,2,"A"
"1121",0016-07-20,"Eibar","Valladolid",3,1,"H"
"1122",0016-07-20,"Ath Bilbao","Leganes",0,2,"A"
"1123",0016-07-20,"Barcelona","Osasuna",1,2,"A"
"1124",0016-07-20,"Betis","Alaves",1,2,"A"
"1125",0016-07-20,"Celta","Levante",2,3,"A"
"1126",0016-07-20,"Getafe","Ath Madrid",0,2,"A"
"1127",0016-07-20,"Mallorca","Granada",1,2,"A"
"1128",0016-07-20,"Real Madrid","Villarreal",2,1,"H"
"1129",0016-07-20,"Sociedad","Sevilla",0,0,"D"
"1130",0016-07-20,"Valencia","Espanol",1,0,"H"
"1131",0019-07-20,"Alaves","Barcelona",0,5,"A"
"1132",0019-07-20,"Valladolid","Betis",2,0,"H"
"1133",0019-07-20,"Villarreal","Eibar",4,0,"H"
"1134",0019-07-20,"Ath Madrid","Sociedad",1,1,"D"
"1135",0019-07-20,"Espanol","Celta",0,0,"D"
"1136",0019-07-20,"Granada","Ath Bilbao",4,0,"H"
"1137",0019-07-20,"Leganes","Real Madrid",2,2,"D"
"1138",0019-07-20,"Levante","Getafe",1,0,"H"
"1139",0019-07-20,"Osasuna","Mallorca",2,2,"D"
"1140",0019-07-20,"Sevilla","Valencia",1,0,"H"
